angle (degrees) - Plot 0	thermopile signal (volts) - Plot 0	
34.80	0.000427216	
34.81	0.000830677	
34.82	0.00181009	
34.83	0.00439669	
34.84	0.0083803	
34.85	0.0148603	
34.86	0.022299	
34.87	0.0300375	
34.88	0.0349015	
34.89	0.0376135	
34.90	0.0354404	
34.91	0.0306243	
34.92	0.0244993	
34.93	0.0162925	
34.94	0.0116567	
34.95	0.00663107	
34.96	0.004008	
34.97	0.00253746	
34.98	0.00165221	
34.99	0.000999097	
35.00	0.00069876	
