34.00	0.000162448	
34.01	-1.52741E-6	
34.02	-6.1045E-5	
34.03	-2.10377E-5	
34.04	3.4183E-5	
34.05	-0.0178312	
34.06	-1.84488E-5	
34.07	-1.74543E-5	
34.08	6.23035E-5	
34.09	3.87461E-5	
34.10	2.26487E-5	
34.11	-1.37288E-5	
34.12	-7.39428E-6	
34.13	-2.05017E-5	
34.14	-1.49022E-5	
34.15	-2.45136E-5	
34.16	-4.88622E-6	
34.17	2.02131E-5	
34.18	-5.79412E-5	
34.19	5.20574E-6	
34.20	-2.03458E-6	
34.21	2.14512E-5	
34.22	3.4008E-6	
34.23	-7.5495E-5	
34.24	0.000150219	
34.25	-4.6784E-5	
34.26	-6.25622E-7	
34.27	3.57908E-5	
34.28	-0.0275216	
34.29	5.02324E-5	
34.30	-1.98934E-5	
34.31	-3.33027E-5	
34.32	-4.85642E-5	
34.33	1.90814E-5	
34.34	3.09498E-5	
34.35	-7.41341E-6	
34.36	3.29159E-5	
34.37	3.32394E-5	
34.38	2.02105E-6	
34.39	1.96441E-5	
34.40	7.13379E-5	
34.41	6.97335E-5	
34.42	4.34709E-5	
34.43	4.27072E-5	
34.44	1.06672E-5	
34.45	3.90391E-5	
34.46	-5.68219E-5	
34.47	1.29842E-5	
34.48	7.58778E-5	
34.49	2.09437E-5	
34.50	3.04552E-5	
34.51	-0.00323298	
34.52	1.24777E-5	
34.53	8.13194E-5	
34.54	7.35392E-5	
34.55	-3.42201E-5	
34.56	9.41769E-5	
34.57	8.03976E-5	
34.58	8.1107E-5	
34.59	5.08022E-5	
34.60	4.81108E-5	
34.61	-4.92775E-6	
34.62	2.24507E-5	
34.63	3.89247E-5	
34.64	9.1766E-5	
34.65	7.54063E-5	
34.66	4.81027E-5	
34.67	6.62796E-5	
34.68	6.38304E-5	
34.69	2.50852E-5	
34.70	4.42889E-5	
34.71	6.64399E-5	
34.72	0.000111398	
34.73	-0.0159103	
34.74	0.00151365	
34.75	9.32646E-5	
34.76	9.83392E-5	
34.77	0.000125747	
34.78	0.00011307	
34.79	0.000204912	
34.80	0.000303792	
34.81	0.000573463	
34.82	0.0012353	
34.83	0.0025704	
34.84	0.00569729	
34.85	0.0111873	
34.86	0.0164837	
34.87	0.0238269	
34.88	0.0311111	
34.89	0.0351971	
34.90	0.0354672	
34.91	0.0322268	
34.92	0.0268823	
34.93	0.0200641	
34.94	0.0156325	
34.95	0.00845532	
34.96	-0.030481	
34.97	0.00334588	
34.98	0.00188387	
34.99	0.00128623	
35.00	0.00081326	
35.01	0.000474637	
35.02	0.000361013	
35.03	0.000277777	
35.04	0.000141219	
35.05	9.69923E-5	
35.06	0.000150629	
35.07	9.95422E-5	
35.08	0.000153229	
35.09	0.000100715	
35.10	7.20379E-6	
35.11	-6.54258E-6	
35.12	1.69125E-5	
35.13	6.84204E-5	
35.14	-1.73946E-6	
35.15	3.04184E-5	
35.16	2.65324E-5	
35.17	0.000123068	
35.18	5.80157E-5	
35.19	-0.0297756	
35.20	5.22106E-5	
35.21	9.39187E-6	
35.22	7.98726E-5	
35.23	4.90892E-5	
35.24	6.54958E-5	
35.25	5.95455E-5	
35.26	9.41819E-5	
35.27	4.27448E-5	
35.28	2.40159E-5	
35.29	5.02287E-5	
35.30	-3.87701E-5	
35.31	4.71341E-5	
35.32	4.61664E-5	
35.33	9.26306E-6	
35.34	-2.11885E-5	
35.35	5.76614E-5	
35.36	4.60496E-5	
35.37	3.04732E-5	
35.38	3.50089E-5	
35.39	3.20553E-5	
35.40	2.28651E-5	
35.41	0.000114051	
35.42	-0.027058	
35.43	1.17589E-5	
35.44	4.84169E-5	
35.45	2.93768E-5	
35.46	0.000118145	
35.47	1.23346E-5	
35.48	-4.70291E-7	
35.49	0.000110287	
35.50	1.53459E-5	
